code,display
63796000,Structure of superficial portion of sphincter ani externus muscle (body structure)
118518000,Structure of superficial posterior compartment of lower leg (body structure)
15672000,Structure of superficial temporal artery (body structure)
87216005,Structure of superficial temporal vein (body structure)
368255001,Structure of superficial transverse metacarpal ligament (body structure)
233953005,Structure of superficial transverse metatarsal ligament (body structure)
48622008,Structure of superficial transverse perineal muscle (body structure)
55690003,Structure of superficial vein (body structure)
314917006,Structure of superficial vein of face (body structure)
119555007,Structure of superficial vein of lower extremity (body structure)
119557004,Structure of superficial vein of upper extremity (body structure)
25281000,Structure of superficial venous system of lower extremity (body structure)
88010007,Structure of superficial venous system of upper extremity (body structure)
5498001,Structure of superior aberrant ductule of epididymis (body structure)
8133004,Structure of superior anastomotic vein (body structure)
45949005,"Structure of superior anterior alveolar artery, including dental branches (body structure)"
54219001,Structure of superior articular facet of atlas (body structure)
86428008,Structure of superior articular facet of sacrum (body structure)
33462000,Structure of superior articular facet of tibia with fibula (body structure)
25402007,Structure of superior articular process of axis (body structure)
165758003,Structure of superior articular process of cervical vertebra (body structure)
71592008,Structure of superior articular process of eighth thoracic vertebra (body structure)
88826009,Structure of superior articular process of eleventh thoracic vertebra (body structure)
90211001,Structure of superior articular process of fifth cervical vertebra (body structure)
59463005,Structure of superior articular process of fifth lumbar vertebra (body structure)
8165001,Structure of superior articular process of fifth thoracic vertebra (body structure)
79390004,Structure of superior articular process of first lumbar vertebra (body structure)
75435004,Structure of superior articular process of first thoracic vertebra (body structure)
11465001,Structure of superior articular process of fourth cervical vertebra (body structure)
113217009,Structure of superior articular process of fourth lumbar vertebra (body structure)
85713002,Structure of superior articular process of fourth thoracic vertebra (body structure)
272005,Structure of superior articular process of lumbar vertebra (body structure)
48461008,Structure of superior articular process of ninth thoracic vertebra (body structure)
74063004,Structure of superior articular process of second lumbar vertebra (body structure)
24528003,Structure of superior articular process of second thoracic vertebra (body structure)
5847003,Structure of superior articular process of seventh cervical vertebra (body structure)
650002,Structure of superior articular process of seventh thoracic vertebra (body structure)
51914000,Structure of superior articular process of sixth cervical vertebra (body structure)
9994000,Structure of superior articular process of sixth thoracic vertebra (body structure)
27690001,Structure of superior articular process of tenth thoracic vertebra (body structure)
21214007,Structure of superior articular process of third cervical vertebra (body structure)
81842007,Structure of superior articular process of third lumbar vertebra (body structure)
15609005,Structure of superior articular process of third thoracic vertebra (body structure)
20394004,Structure of superior articular process of thoracic vertebra (body structure)
17279002,Structure of superior articular process of twelfth thoracic vertebra (body structure)
317665004,Structure of superior articular process of vertebra (body structure)
25968002,Structure of superior auricular ligament (body structure)
34634008,Structure of superior auricularis muscle (body structure)
47467005,Structure of superior belly of omohyoid muscle (body structure)
62073002,Structure of superior border of manubrium (body structure)
56746008,Structure of superior brachium of corpora quadrigemina (body structure)
56912000,Structure of superior bulb of internal jugular vein (body structure)
52255005,Structure of superior cardiac nerve (body structure)
33573005,Structure of superior central nucleus of pons (body structure)
51691006,Structure of superior cerebellar artery (body structure)
11089000,Structure of superior cerebellar peduncle (body structure)
369377007,Structure of superior cerebellar vein (body structure)
48462001,Structure of superior cerebral vein (body structure)
84959000,Structure of superior cervical ganglion (body structure)
73799008,Structure of superior clunic nerves (body structure)
46389003,Structure of superior collateral ulnar artery (body structure)
8159001,Structure of superior colliculus of corpora quadrigemina (body structure)
57132005,Structure of superior conjunctival fornix (body structure)
28892005,Structure of superior costotransverse ligament (body structure)
71900004,Structure of superior duodenal fold (body structure)
69682008,Structure of superior duodenal recess (body structure)
34988000,Structure of superior epigastric artery (body structure)
26584001,Structure of superior epigastric vein (body structure)
81354000,Structure of superior fascia of pelvic diaphragm (body structure)
5382009,Structure of superior fascia of perineum (body structure)
15103007,Structure of superior flexure of duodenum (body structure)
36181007,Structure of superior frontal gyrus (body structure)
4121003,Structure of superior frontal sulcus (body structure)
13958008,Structure of superior fronto-occipital fasciculus (body structure)
302731009,Structure of superior genicular artery (body structure)
31266009,Structure of superior glossopharyngeal ganglion (body structure)
72504003,Structure of superior gluteal artery (body structure)
76290003,Structure of superior gluteal lymph node (body structure)
29067003,Structure of superior gluteal nerve (body structure)
295263009,Structure of superior gluteal vein (body structure)
51005008,Structure of superior hemorrhoidal vein (body structure)
13559005,Structure of superior hypogastric plexus (body structure)
55601007,Structure of superior hypophyseal artery (body structure)
31567004,Structure of superior intercostal artery (body structure)
